Tanggal,Media,Topik,Topik_Cleaned,label
30-Jun-25,E Lapor DIY,Lampu Apil yang tidak berfungsi di perempatan RSA UGM,lampu apil berfungsi perempatan rsa ugm,1
30-Jun-25,Lapor Sleman,SAMPAH DI PEMUKIMAN,sampah pemukiman,1
30-Jun-25,Lapor Sleman,Kabel Listrik Di Jalan Jogja Magelang Kendor | Lendut,kabel listrik jalan magelang kendor lendut,0
30-Jun-25,SMS Hotline,Pungli Parkir,pungli parkir,1
30-Jun-25,Lapor Sleman,Permohonan Perbaikan PJU,permohonan perbaikan pju,1
30-Jun-25,Lapor Sleman,Komite SD NGINO 1 SEYEGAN,komite sd ngino seyegan,0
30-Jun-25,Website,Penertipan jalan,penertipan jalan,0
30-Jun-25,Lapor Sleman,Jalan Dayakan-Plumbon Rusak,jalan dayakanplumbon rusak,1
1-Jul-25,Lapor.go.id,Judul : Jukir liar Di Toko Perbelanjaan Meresahkan,judul jukir liar toko perbelanjaan meresahkan,1
1-Jul-25,Website,Perijinan minuman beralkohol,perijinan minuman beralkohol,0
1-Jul-25,Website,"Judul : Permohonan Pemasangan ""Pita Kejut"" atau ""Marka Kejut""",judul permohonan pemasangan pita kejut marka kejut,0
1-Jul-25,Website,Judul : Tugas RT Tumpang Tindih Tugas Dukuh,judul tugas rt tumpang tindih tugas dukuh,0
1-Jul-25,Lapor Sleman,"Judul : Pelayanan Sertifikasi Tanah (yang) Tak Kunjung Jadi di Kalurahan Selomartani, Kalasan",judul pelayanan sertifikasi tanah kunjung jadi kalurahan selomartani kalasan,0
1-Jul-25,Lapor Sleman,Polusi Udara,polusi udara,0
1-Jul-25,Website,Ucapan Terimakasih,ucapan terimakasih,0
1-Jul-25,Lapor Sleman,Jalan Rusak (Berlubang),jalan rusak berlubang,1
2-Jul-25,Instagram,Judul : Instalasi Pengolahan Air Limbah (IPAL),judul instalasi pengolahan air limbah ipal,1
2-Jul-25,Website,Pembakaran Sampah,pembakaran sampah,1
2-Jul-25,Lapor Sleman,Polusi Udara Dari Produktifitas Pembuatan Arang,polusi udara produktifitas pembuatan arang,0
2-Jul-25,Website,Polusi Udara,polusi udara,0
2-Jul-25,Website,Pengaduan Tidak Membayarkan BPJS Kesehatan,pengaduan membayarkan bpjs kesehatan,0
2-Jul-25,Website,penahanan Ijazah,penahanan ijazah,0
2-Jul-25,Email,Judul : Laporan Lapor Sleman,judul laporan,0
2-Jul-25,Lapor Sleman,Judul : Polusi Pembakaran Sampah,judul polusi pembakaran sampah,1
3-Jul-25,Instagram,Judul : Spanduk Liar,judul spanduk liar,1
3-Jul-25,E Lapor DIY,Kondisi jalan Ambles di area Sanatadharma Mrican.,kondisi jalan ambles area sanatadharma mrican,0
3-Jul-25,Website,Judul : Tumpukan Sampah Liar,judul tumpukan sampah liar,1
3-Jul-25,Website,Judul : KIS Dinonaktifkan,judul kis dinonaktifkan,0
3-Jul-25,Website,Judul : Pemenuhan Hak Karyawan,judul pemenuhan hak karyawan,0
3-Jul-25,Lapor Sleman,Judul : Pembangunan Ruko/bangunan Baru Belum Ada Sosialisasi,judul pembangunan rukobangunan baru sosialisasi,0
3-Jul-25,Lapor Sleman,Judul : Polusi Udara Pembuatan Arang Setiap Malam,judul polusi udara pembuatan arang,0
3-Jul-25,Instagram,Judul : Bau Menyengat Tempat Pengelola Sampah,judul bau menyengat tempat pengelola sampah,1
3-Jul-25,Lapor Sleman,Judul : Laporan wali murid,judul laporan wali murid,0
4-Jul-25,Email,Judul : Laporan traffic light perempatan jakal mati,judul laporan traffic light perempatan jakal mati,1
4-Jul-25,Twitter,Judul : Traffic light / bangjo Jl. Kaliurang KM. 4.5,judul traffic light bangjo jl kaliurang,0
4-Jul-25,Instagram,"Judul : raffic light / bangjo jl. Kaliurang km 4,5",judul raffic light bangjo jl kaliurang,0
4-Jul-25,E Lapor DIY,Judul : Gangguan Lampu Lalu Lintas di Bangjo Jl. Kaliurang KM 4.5 Utara.,judul gangguan lampu lalu lintas bangjo jl kaliurang utara,1
4-Jul-25,Website,Lampu Penerangan Jalan,lampu penerangan jalan,1
4-Jul-25,Website,Gangguan Kebisingan,gangguan kebisingan,1
4-Jul-25,Lapor Sleman,RPH Di Tengah Pemukiman Warga.,rph tengah pemukiman warga,0
4-Jul-25,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1
5-Jul-25,E Lapor DIY,"Judul : Kondisi Marka Jalan (tengah) Tipis di Jalan Monjali, Sleman.",judul kondisi marka jalan tengah tipis jalan monjali,0
5-Jul-25,E Lapor DIY,Judul : Lampu Penerangan Mati,judul lampu penerangan mati,1
5-Jul-25,Lapor Sleman,Perapihan Pohon Perindang,perapihan pohon perindang,1
6-Jul-25,Lapor Sleman,LAMPU PJU SANGAT REDUP: MEMBAHAYAKAN PENGEMUDI KENDARAAN,lampu pju sangat redup membahayakan pengemudi kendaraan,1
6-Jul-25,Website,Pembakaran Sampah,pembakaran sampah,1
6-Jul-25,Website,Tunggakan PBB,tunggakan pbb,0
7-Jul-25,E Lapor DIY,Judul : Tertibkan Parkir Gudeg Sagan,judul tertibkan parkir gudeg sagan,1
7-Jul-25,E Lapor DIY,Judul : Pengaduan Tindakan Intimidasi dan Penyalahgunaan Atribut,judul pengaduan tindakan intimidasi penyalahgunaan atribut,0
7-Jul-25,Website,Manipulasi,manipulasi,0
7-Jul-25,Lapor Sleman,Lampu Penerangan Jalan Umum Mati Sehingga Meningkatkan Risiko Keamanan,lampu penerangan jalan umum mati meningkatkan risiko keamanan,1
7-Jul-25,Website,Penebangan Ranting Pohon,penebangan ranting pohon,1
7-Jul-25,Lapor Sleman,Jalan Berlobang Membahayakan,jalan berlobang membahayakan,1
8-Jul-25,Instagram,Judul : Lowongan Pekerja Harian Lepas,judul lowongan pekerja harian lepas,0
8-Jul-25,Lapor Sleman,Epresensi Sleman,epresensi,0
8-Jul-25,Website,Drainase Tidak Berfungsi Normal,drainase berfungsi normal,0
8-Jul-25,Website,Kabel PJU Putus,kabel pju putus,1
8-Jul-25,Website,Pembakaran Sampah,pembakaran sampah,1
8-Jul-25,Instagram,Judul : Informasi Pengadaan Barang dan Jasa,judul pengadaan barang jasa,0
9-Jul-25,Facebook Pemkab Sleman,Judul : Kabel PJU Putus,judul kabel pju putus,1
9-Jul-25,SMS Hotline,Judul : Kabel PJU Putus,judul kabel pju putus,1
9-Jul-25,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
9-Jul-25,Website,Judul : [dugaan] Tindak Korupsi,judul dugaan korupsi,0
9-Jul-25,Lapor.go.id,Judul : Kepala Sekolah Tidak Mau Mengeluarkan Surat Pindah,judul kepala sekolah mengeluarkan surat pindah,0
9-Jul-25,Website,Judul : Polusi Suara TipTapToe Jl. Palagan,judul polusi suara tiptaptoe jl palagan,0
9-Jul-25,Facebook Pemkab Sleman,Judul : Penertipan Usaha Penjualan Bambu,judul penertipan usaha penjualan bambu,0
9-Jul-25,Lapor.go.id,Judul : Permohonan SIP prosesnya lama,judul permohonan sip prosesnya lama,1
10-Jul-25,Instagram,Judul : Kritik Revitaliasi Taman Median Jalan Tajem,judul kritik revitaliasi taman median jalan tajem,0
10-Jul-25,Instagram,Judul : Informasi Detail Syarat Pernikahan,judul detail syarat pernikahan,0
10-Jul-25,E Lapor DIY,"Judul : Laporan Kondisi Kabel Putus di Jalan Anggajaya Satu, Sleman.",judul laporan kondisi kabel putus jalan anggajaya satu,0
10-Jul-25,Website,Pelayanan kaku di Kec. Godean,pelayanan kaku kec godean,0
10-Jul-25,Website,Bpjs Kesehatan,bpjs kesehatan,0
10-Jul-25,Lapor Sleman,Tempat Pembuangan Sampah Yang Sudah Penuh,tempat pembuangan sampah penuh,1
11-Jul-25,Website,suara Horex Terlalu Kencang,suara horex terlalu kencang,0
11-Jul-25,Website,Gorng-gorong njeblos,gornggorong njeblos,0
12-Jul-25,Website,Penahanan Aset Pribadi Sebagai Jaminan Audit Perusahaan,penahanan aset pribadi jaminan audit perusahaan,0
12-Jul-25,Website,Mencabut aduan/laporan kemarin,mencabut aduanlaporan kemarin,0
12-Jul-25,Website,Polusi Suara,polusi suara,0
12-Jul-25,Website,Pembakaran Sampah,pembakaran sampah,1
12-Jul-25,Instagram,Judul : Pembakaran Sampah Warga,judul pembakaran sampah warga,1
13-Jul-25,Website,Judul : Polusi Suara Gangguan Live Musik,judul polusi suara gangguan live musik,1
13-Jul-25,Website,Judul : Polusi Udara Ternak Kelompok,judul polusi udara ternak kelompok,0
13-Jul-25,Website,Jalan Berlubang,jalan berlubang,1
13-Jul-25,Facebook Pemkab Sleman,Judul : Gangguan Ketertiban Lingkungan,judul gangguan ketertiban lingkungan,1
13-Jul-25,Twitter,Judul : [Adaun Berulang] Lampu PJU Padam,judul adaun berulang lampu pju padam,1
14-Jul-25,Website,Judul : [Aduan berulang] Kebisingan warga,judul aduan berulang kebisingan warga,1
14-Jul-25,Website,Wifi padukuhan mati,wifi padukuhan mati,1
14-Jul-25,Lapor Sleman,Layanan Darurat 112 Sleman Tidak Dapat Digunakan,layanan darurat digunakan,0
15-Jul-25,Instagram,Judul : Gangguan Ketertiban Lingkungan,judul gangguan ketertiban lingkungan,1
15-Jul-25,Instagram,Judul : Informasi Kartu Keluarga Miskin,judul kartu keluarga miskin,0
15-Jul-25,Lapor.go.id,Layanan Darurat 112 Sleman tidak dapat digunakan,layanan darurat digunakan,0
15-Jul-25,Website,cara mendapatkan surat tanda terima laporan PHK,cara mendapatkan surat tanda laporan phk,0
15-Jul-25,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
16-Jul-25,Twitter,Taman Denggung,taman denggung,0
16-Jul-25,Lapor Sleman,Perihal Aturan Sekolah KB,perihal aturan sekolah kb,0
16-Jul-25,E Lapor DIY,KIP Digital,kip digital,0
16-Jul-25,E Lapor DIY,Pengaduan Tindakan Intimidasi dan Penyalahgunaan Atribut,pengaduan tindakan intimidasi penyalahgunaan atribut,0
17-Jul-25,Lapor.go.id,Bansos Tiba-Tiba Dihentikan (DTSEN),bansos tibatiba dihentikan dtsen,0
17-Jul-25,Website,Terganggu Suara Knalpot Motor,terganggu suara knalpot motor,0
17-Jul-25,Website,Web Sleman,web,0
17-Jul-25,Lapor.go.id,"Judul : ADA PUNGUTAN LIAR DI SEKOLAH NEGERI (SMP N 2 MOYUDAN, SLEMAN)",judul pungutan liar sekolah negeri smp n moyudan,1
17-Jul-25,Website,Judul : Biaya LKS Sekolah Negeri,judul biaya lks sekolah negeri,0
17-Jul-25,Website,Judul : Pengajuan Bantuan Sosial,judul pengajuan bantuan sosial,0
17-Jul-25,Lapor Sleman,Anak Membangkang Pada Orang Tua Dan Tidak Mau Lanjut Sekolah,anak membangkang orang tua sekolah,0
17-Jul-25,Lapor Sleman,Pembakaran Sampah Liar Sejak 2023,pembakaran sampah liar sejak,1
17-Jul-25,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
17-Jul-25,Instagram,Judul : Fungsi Utama Ruang Publik,judul fungsi utama ruang publik,0
18-Jul-25,E Lapor DIY,Komersialisasi Ruang Publik di Depan DLH Sleman,komersialisasi ruang publik depan dlh,0
18-Jul-25,Instagram,Judul : Jalan Berlubang,judul jalan berlubang,1
18-Jul-25,Lapor Sleman,Suara Musik Ibarbo Park Sangat Mengganggu,suara musik ibarbo park sangat mengganggu,0
19-Jul-25,Lapor Sleman,Pencemaran Sungai Oleh Limbah,pencemaran sungai limbah,0
19-Jul-25,Lapor Sleman,LALU LINTAS Perempatan Jl Pandowo Dusun Temon BERBAHAYA!!!,lalu lintas perempatan jl pandowo dusun temon berbahaya,1
19-Jul-25,Lapor Sleman,TPS DI TENGAH PEMUKIMAN WARGA,tps tengah pemukiman warga,0
19-Jul-25,E Lapor DIY,Jalan berlubang di GG. Megatruh depan McDonald’s Jakal KM 5,jalan berlubang gg megatruh depan mcdonald’s jakal,1
20-Jul-25,Website,Penertiban Lapak di Denggung,penertiban lapak denggung,0
20-Jul-25,Website,Meminta rekaman CCTV,meminta rekaman cctv,0
21-Jul-25,Website,Perpindahan Tugas,perpindahan tugas,0
21-Jul-25,Website,Keluh kesh Joging Track,keluh kesh joging track,0
21-Jul-25,Website,Owner Djaya Coffe tidak membayar gaji karyawan,owner djaya coffe membayar gaji karyawan,0
21-Jul-25,Website,Pencvemaran Limbah,pencvemaran limbah,0
22-Jul-25,E Lapor DIY,"Laporan Kabel Menjuntai Rendah di Depan GBI Demakijo, Gamping",laporan kabel menjuntai rendah depan gbi demakijo gamping,0
22-Jul-25,Lapor Sleman,PJU Mati Setahunan Ini,pju mati setahunan,1
23-Jul-25,Website,Pengambilan Sampah ke Rumah,pengambilan sampah rumah,1
23-Jul-25,Facebook Pemkab Sleman,Pembangunan Pasar Ngino,pembangunan pasar ngino,0
23-Jul-25,Facebook Pemkab Sleman,Iuran PKK,iuran pkk,0
23-Jul-25,Lapor Sleman,Selokan Air,selokan air,1
23-Jul-25,Lapor Sleman,Jalan Berlobang Di Sebelah Timur Kantor Lurah Sumberharjo Prambanan,jalan berlobang sebelah timur kantor lurah sumberharjo prambanan,0
23-Jul-25,Website,Kesulitan menggunakan website dukcapil,kesulitan menggunakan website dukcapil,1
23-Jul-25,Lapor Sleman,Pelanggaran Pemanfaatan Tanah Kas Desa,pelanggaran pemanfaatan tanah kas desa,0
23-Jul-25,Lapor Sleman,Pelanggaran Pemanfaatan Tanah Kas Desa Tegaltirto,pelanggaran pemanfaatan tanah kas desa tegaltirto,0
23-Jul-25,Lapor Sleman,Pelungguh Carik Rubah Bentuk,pelungguh carik rubah bentuk,0
23-Jul-25,Lapor Sleman,Pelungguh Jogoboyo Disewakan Tanpa Izin Gubernur,pelungguh jogoboyo disewakan izin gubernur,0
23-Jul-25,Lapor Sleman,Tanah Kas Desa Hilang,tanah kas desa hilang,0
23-Jul-25,Lapor Sleman,Perempatan Jl Pandowo Dusun Temon BERBAHAYA!!!,perempatan jl pandowo dusun temon berbahaya,1
24-Jul-25,Website,Rekaman CCTV,rekaman cctv,0
24-Jul-25,Website,Bantuan PKH dan BPNT,bantuan pkh bpnt,0
24-Jul-25,Lapor.go.id,PETUGAS DINAS SOSIAL SLEMAN TIDAK BERPRIKEMANUSIAAN,petugas dinas sosial berprikemanusiaan,0
24-Jul-25,Website,Gangguan Suara,gangguan suara,1
24-Jul-25,Lapor Sleman,Polusi Pembakaran Sampah Dari Pengelola Sampah Rumah Tangga Ilegal,polusi pembakaran sampah pengelola sampah rumah tangga ilegal,1
25-Jul-25,Lapor Sleman,Lampu Apil Perempatan Krongahan Jl Kebonangung,lampu apil perempatan krongahan jl kebonangung,1
25-Jul-25,Lapor Sleman,Jalan Berlubang Lagi,jalan berlubang,1
25-Jul-25,Website,Kebisingan di Ibarbo Park,kebisingan ibarbo park,1
26-Jul-25,Website,Gangguan Suara,gangguan suara,1
26-Jul-25,Website,BIK KTP tidak terdaftar,bik ktp terdaftar,0
26-Jul-25,Facebook Pemkab Sleman,Truk besar selalu ngebut,truk besar selalu ngebut,0
26-Jul-25,Instagram,Judul : Jalan Rusak,judul jalan rusak,1
28-Jul-25,E Lapor DIY,"Laporan Jalan Berlubang – Gg. Megatruh, Yogyakarta (Dekat Gapura RT 07/RW 03 Pogocoran)",laporan jalan berlubang – gg megatruh dekat gapura rt rw pogocoran,1
28-Jul-25,Lapor Sleman,Penyalahgunaan Pemanfaatan Tanah Kas Desa Di Tegaltirto,penyalahgunaan pemanfaatan tanah kas desa tegaltirto,0
28-Jul-25,Website,Pembakaran Sampah,pembakaran sampah,1
28-Jul-25,Website,Bantuan rumah layak huni,bantuan rumah layak huni,0
28-Jul-25,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
28-Jul-25,Lapor Sleman,Pembakaran Sampah,pembakaran sampah,1
29-Jul-25,Website,Pembakaran sampah,pembakaran sampah,1
29-Jul-25,Website,Gangguan kenyamanan,gangguan kenyamanan,1
29-Jul-25,Lapor Sleman,"Jalan Rusak Di Jalan Bias, Gadingan, Sinduharjo, Ngaglik",jalan rusak jalan bias gadingan sinduharjo ngaglik,1
29-Jul-25,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1
29-Jul-25,Instagram,Judul : Layanan Darurat 112,judul layanan darurat,0
29-Jul-25,Facebook Pemkab Sleman,Judul : Talud Jalan Pertanian,judul talud jalan pertanian,0
30-Jul-25,Lapor Sleman,Suara Musik Teras Cafe Seturan,suara musik teras cafe seturan,0
30-Jul-25,Lapor Sleman,Pembakaran Sampah Ilegal.,pembakaran sampah ilegal,1
30-Jul-25,Lapor Sleman,Karaokean Rutin Setiap Malam Di Restoran Kopi Lampung,karaokean rutin restoran kopi lampung,1
30-Jul-25,Lapor Sleman,Lampu Bangjo UNY,lampu bangjo uny,1
30-Jul-25,Lapor Sleman,Anak Kost Yang Sering Berbuat Gaduh Dan Berkumpul Malam Sampai Pagi,anak kost sering berbuat gaduh berkumpul,0
31-Jul-25,Lapor Sleman,Judul : Irigasi Dan Saluran Air,judul irigasi saluran air,1
31-Jul-25,Website,Kondisi Jalan Rusak Berat,kondisi jalan rusak berat,1
1-Aug-25,Facebook Pemkab Sleman,Judul : Informasi Tagihan UPTD Persampahan,judul tagihan uptd persampahan,1
2-Aug-25,Website,Judul : Pembuatan Kartu Rentan Miskin,judul pembuatan kartu rentan miskin,0
2-Aug-25,Website,Judul : Gaji dan THR Belum dibayarkan penuh,judul gaji thr dibayarkan penuh,0
3-Aug-25,Instagram,Judul : Wastafel Bocor,judul wastafel bocor,0
3-Aug-25,E Lapor DIY,Judul : Permohonan Kaca Cembung,judul permohonan kaca cembung,0
3-Aug-25,Website,Judul : Laporan Warga Dugaan KDRT,judul laporan warga dugaan kdrt,0
3-Aug-25,Website,Judul : Gaji Belum dibayarkan,judul gaji dibayarkan,0
4-Aug-25,E Lapor DIY,"Judul : Laporan Jembatan Rusak – Dusun Bawuk, Condongcatur",judul laporan jembatan rusak – dusun bawuk condongcatur,1
4-Aug-25,Website,Judul : Survai Pengajuan Rumah Layak Huni,judul survai pengajuan rumah layak huni,0
3-Aug-25,Instagram,Judul : Penjualan Olahan Daging Anjing,judul penjualan olahan daging anjing,0
4-Aug-25,Website,Judul : Pemutusan Hubungan Kerja Sepihak,judul pemutusan hubungan kerja sepihak,0
5-Aug-25,Website,Judul : Gaji Ditahan Perusahaan,judul gaji ditahan perusahaan,0
5-Aug-25,Lapor Sleman,Judul : Edukasi Terkait Pembakaran Sampah,judul edukasi terkait pembakaran sampah,1
5-Aug-25,Website,Judul : Edukasi Terkait Pembakaran Sampah,judul edukasi terkait pembakaran sampah,1
5-Aug-25,Lapor Sleman,Judul : Lampu Pju Mati,judul lampu pju mati,1
5-Aug-25,Lapor Sleman,Judul : Mohon Di Perhatikan Pohon,judul perhatikan pohon,1
5-Aug-25,Lapor Sleman,Judul : Pembakaran Sampah Kabel Di Gudang Rongsok,judul pembakaran sampah kabel gudang rongsok,1
5-Aug-25,Instagram,Judul : Pembuatan Sertifikat Tanah,judul pembuatan sertifikat tanah,0
5-Aug-25,Instagram,Judul : Informasi Magang,judul magang,0
6-Aug-25,Website,Judul : Informasi Nomor NJOP,judul nomor njop,0
6-Aug-25,Instagram,Judul : Polusi Udara Pembakaran Sampah Warga,judul polusi udara pembakaran sampah warga,1
6-Aug-25,Email,Judul : Gaji Ditahan Perusahaan,judul gaji ditahan perusahaan,0
6-Aug-25,Instagram,Judul : Ruas Jalan Provinsi Rusak [Jalan Gedongan - Tempel],judul ruas jalan provinsi rusak jalan gedongan tempel,1
6-Aug-25,Website,Judul : Polusi Udara Pembakaran Sampah,judul polusi udara pembakaran sampah,1
6-Aug-25,Website,Judul : Info Status dan Pengajuan Bantuan BNPT,judul status pengajuan bantuan bnpt,0
6-Aug-25,Lapor Sleman,"Judul : Jalan Berlubang Di Jalan Sidomukti, Selatan Sate Ratu",judul jalan berlubang jalan sidomukti selatan sate ratu,1
6-Aug-25,Instagram,Judul : Free WiFi-sleman,judul free wifisleman,0
6-Aug-25,SMS Hotline,Pembakaran Sampah,pembakaran sampah,1
7-Aug-25,E Lapor DIY,Judul : Jalan berlubang,judul jalan berlubang,1
7-Aug-25,Instagram,Judul : Jalan Berlubang,judul jalan berlubang,1
7-Aug-25,Website,Judul : Pembukaan Nomor Rekening (BRI) Yang Terblokir,judul pembukaan nomor rekening bri terblokir,0
7-Aug-25,Facebook Pemkab Sleman,Judul : Program MBG,judul program mbg,0
7-Aug-25,Instagram,Judul : Program MBG,judul program mbg,0
8-Aug-25,Twitter,Judul : APILL Jalan Raya Tajem (selatan) MAN 2,judul apill jalan raya tajem selatan man,0
8-Aug-25,Twitter,Judul : Galian sudah berminggu-minggu tidak dikerjakan,judul galian bermingguminggu dikerjakan,0
8-Aug-25,Website,Hak Pekerja di PT Mitra Koleksi,hak pekerja pt mitra koleksi,0
8-Aug-25,Lapor Sleman,Perbaikan Jalan,perbaikan jalan,0
10-Aug-25,E Lapor DIY,Judul : Aspirasi Penyelesaian Galian di Petigaa Ringin Cebongan,judul aspirasi penyelesaian galian petigaa ringin cebongan,0
10-Aug-25,Website,Jalan Afandi dikotori atribut partai politik,jalan afandi dikotori atribut partai politik,1
10-Aug-25,Lapor Sleman,Jalan Rusak,jalan rusak,1
10-Aug-25,Lapor Sleman,"Gangguan Lampu Apill Pertigaan Candisari (Jakal Km.13) 
",gangguan lampu apill pertigaan candisari jakal,1
11-Aug-25,Lapor.go.id,Judul : Rumah tidak layak huni,judul rumah layak huni,0
11-Aug-25,Lapor.go.id,Judul : Sebagian Badan Jalan Tertutup Oleh Warga Yang Membuat Akses Masuk Ke Rumahnya Secara Sembarangan,judul sebagian badan jalan tertutup warga membuat akses masuk rumahnya sembarangan,0
11-Aug-25,Instagram,Judul : Izin Berjualan di Lapangan Denggung,judul izin berjualan lapangan denggung,0
11-Aug-25,E Lapor DIY,Judul : Laporan Jalan Rusak – Jalan Sinduadi Jetis,judul laporan jalan rusak – jalan sinduadi jetis,1
11-Aug-25,Lapor.go.id,Transaksi Mencurigakan Dikalangan Pengamen Badut,transaksi mencurigakan dikalangan pengamen badut,0
11-Aug-25,Lapor.go.id,Permintaan Nomor KK,permintaan nomor kk,0
11-Aug-25,Website,Kebisingan Ibarbo kembali,kebisingan ibarbo,1
11-Aug-25,Website,guesthouse tidak berijin,guesthouse berijin,0
11-Aug-25,Website,Pembakaran Sampah,pembakaran sampah,1
12-Aug-25,Lapor.go.id,Judul : Mutasi Asn,judul mutasi asn,0
12-Aug-25,Email,MAU LAPOR KABAG PEMBULI!!!!,kabag pembuli,0
12-Aug-25,Website,Judul : Ketidakpuasan Pelanggan BRI,judul ketidakpuasan pelanggan bri,0
12-Aug-25,Website,Judul : Jalan Rusak [gg Ngemplongsari 1],judul jalan rusak gg ngemplongsari,1
12-Aug-25,Instagram,Judul : Jalan Rusak Sedogan Balerante,judul jalan rusak sedogan balerante,1
12-Aug-25,Instagram,Judul : Penertipan Truck Muatan Berlebihan,judul penertipan truck muatan berlebihan,0
13-Aug-25,Lapor.go.id,"Judul : Laporan Jalan Berlubang – Gg. Megatruh, Yogyakarta (Dekat Gapura Rt 07/Rw 03 Pogocoran)",judul laporan jalan berlubang – gg megatruh dekat gapura rt rw pogocoran,1
13-Aug-25,Website,Judul : Gangguan Kenyamanan | suara bising,judul gangguan kenyamanan suara bising,1
13-Aug-25,Lapor Sleman,Judul : Jalur Air Dan Selokan Hilang,judul jalur air selokan hilang,1
13-Aug-25,E Lapor DIY,Judul : Laporan Lubang Jalan – Dekat Metro Kampus Babarsari,judul laporan lubang jalan – dekat metro kampus babarsari,1
13-Aug-25,E Lapor DIY,Judul : Laporan Kemacetan – Depan Choyang Terapi,judul laporan kemacetan – depan choyang terapi,1
14-Aug-25,Lapor Sleman,Aktifitas Usaha Yang Mengganggu Masyarakat Karena Polusi Suara Sampai Malam Dan Polusi Udara,aktifitas usaha mengganggu masyarakat polusi suara polusi udara,0
14-Aug-25,Instagram,Judul : Informasi Peringkat pada DTSEN,judul peringkat dtsen,0
14-Aug-25,Website,Penertibkan Pengamen,penertibkan pengamen,0
14-Aug-25,Website,Penggunaan Tanah Kas Desa,penggunaan tanah kas desa,0
