Tanggal,Media,Topik,Topik_Cleaned
24-Jun-24,Website,Pembakaran sampah,pembakaran sampah
25-Jun-24,Lapor.go.id,Bantuan Sosial,bantuan sosial
25-Jun-24,Lapor.go.id,Bansos,bansos
26-Jun-24,Instagram,Gangguan kenyamanan dari usaha pembuatan batako tidak berizin,gangguan kenyamanan usaha pembuatan batako berizin
26-Jun-24,Instagram,Taman denggung,taman denggung
26-Jun-24,Lapor Sleman,Lampu PJU Mati,lampu pju mati
27-Jun-24,Instagram,Joglo parasamya,joglo parasamya
27-Jun-24,Lapor.go.id,Pengaduan ODGJ yg meresahkan warga,pengaduan odgj meresahkan warga
27-Jun-24,Lapor Sleman,Jalan Godean,jalan godean
27-Jun-24,Lapor Sleman,KK Hilang,kk hilang
27-Jun-24,Lapor Sleman,Gas Lpg Langka,gas lpg langka
28-Jun-24,Lapor Sleman,TEMPAT PEMBUANGAN DAN SAMPAH LIAR,tempat pembuangan sampah liar
28-Jun-24,Lapor Sleman,TPS ILEGAL DAN DIBIARKAN BEROPERASI TERUS TANPA DITINDAK SERIUS!!!,tps ilegal dibiarkan beroperasi terus serius
28-Jun-24,Lapor Sleman,Gangguan kenyamanan,gangguan kenyamanan
28-Jun-24,Website,Manfaat kartu miskin,manfaat kartu miskin
28-Jun-24,Website,Pembakaran sampah,pembakaran sampah
1-Jul-24,Lapor.go.id,Pemasangan PDAM yang sangat lama,pemasangan pdam sangat lama
1-Jul-24,Lapor.go.id,"Warung berkaraoke setiap malam, hingga jam 2 pagi dan mengganggu warga setempat",warung berkaraoke hingga jam mengganggu warga setempat
1-Jul-24,Lapor.go.id,Tanya pemekaran RT,pemekaran rt
1-Jul-24,Lapor.go.id,Aparat yg kurang tegas,aparat kurang tegas
1-Jul-24,Lapor.go.id,Pengaduan Gangguan Kebisingan,pengaduan gangguan kebisingan
1-Jul-24,Lapor.go.id,TPS di area padat penduduk dan tempat usaha,tps area padat penduduk tempat usaha
1-Jul-24,Twitter,Permohonan BPJS PBI,permohonan bpjs pbi
2-Jul-24,Website,LPJU,lpju
2-Jul-24,Website,Tutup gorong gorong berlubang,tutup gorong gorong berlubang
2-Jul-24,Website,Sewa tanah kas desa,sewa tanah kas desa
2-Jul-24,Instagram,Jalan godean berlubang,jalan godean berlubang
3-Jul-24,Website,Pembuangan sampah rumah tangga,pembuangan sampah rumah tangga
3-Jul-24,Instagram,TPST Sendangsari,tpst sendangsari
3-Jul-24,Instagram,Bis sumur berada di pinggir jalan,bis sumur berada pinggir jalan
4-Jul-24,Instagram,Informasi magang,magang
4-Jul-24,Instagram,Informasi wbsite perizinan,wbsite perizinan
4-Jul-24,Instagram,Area skate park dibuat berdagang,area skate park dibuat berdagang
4-Jul-24,Twitter,atap pasar tempel bocor,atap pasar tempel bocor
4-Jul-24,Lapor.go.id,Jukir,jukir
4-Jul-24,Instagram,KIS,kis
4-Jul-24,Instagram,Sewa tanah kas desa,sewa tanah kas desa
4-Jul-24,Instagram,Kersaku sembada,kersaku sembada
5-Jul-24,Lapor Sleman,Lampu Apill Tidak Berfungsi,lampu apill berfungsi
5-Jul-24,Lapor Sleman,Merokok Di Lingkungan Ramah Anak,merokok lingkungan ramah anak
5-Jul-24,Instagram,LPJU mati,lpju mati
5-Jul-24,Instagram,Perbup KRB,perbup krb
5-Jul-24,Instagram,Panti wredha,panti wredha
6-Jul-24,Lapor Sleman,Lalu Lintas Rawan Kecelakaan Di Dusun Temon Pandowoharjo Sleman,lalu lintas rawan kecelakaan dusun temon pandowoharjo
6-Jul-24,Instagram,Informasi CPNS,cpns
6-Jul-24,Instagram,Informasi pilkada,pilkada
7-Jul-24,Instagram,Informasi CPNS,cpns
7-Jul-24,Lapor Sleman,Limbah,limbah
8-Jul-24,Lapor Sleman,Jalan Ambles Di Perempatan Pelemsari Jalan Opak Raya,jalan ambles perempatan pelemsari jalan opak raya
8-Jul-24,Website,Permohonan bus sekolah,permohonan bus sekolah
8-Jul-24,Instagram,Informasi magang,magang
8-Jul-24,Website,Free wifi sleman,free wifi
8-Jul-24,Lapor Sleman,Lampu Pju Mati,lampu pju mati
8-Jul-24,Lapor Sleman,LAPORAN TPS ILEGAL TERSELESAIKAN PADAHAL BELUM,laporan tps ilegal terselesaikan padahal
9-Jul-24,Instagram,Gangguan kenyamanan dari acara voli se sleman,gangguan kenyamanan acara voli se
9-Jul-24,Lapor Sleman,SAMPAH BERTUMPUK,sampah bertumpuk
9-Jul-24,Instagram,Update progres jalan berbah kalasan,update progres jalan berbah kalasan
9-Jul-24,Instagram,Informasi akun dukcapil,akun dukcapil
9-Jul-24,Instagram,Desain stadion maguwoharjo,desain stadion maguwoharjo
10-Jul-24,Instagram,Penggilingan split mengganggu kenyamanan,penggilingan split mengganggu kenyamanan
11-Jul-24,Website,TPST Sendangsari,tpst sendangsari
11-Jul-24,Lapor Sleman,Rusunawa Jongke Bakar Sampah Tiap Hari,rusunawa jongke bakar sampah tiap hari
11-Jul-24,Lapor Sleman,Kenyamanan,kenyamanan
11-Jul-24,Lapor Sleman,Padatnya Lalu Lintas Karena Banyak Truk Pembawa Tanahbatu,padatnya lalu lintas banyak truk pembawa tanahbatu
12-Jul-24,Lapor Sleman,Prosedur Pengurusan Kehilangan KTP,prosedur pengurusan kehilangan ktp
12-Jul-24,Lapor Sleman,ODGJ Meresahkan,odgj meresahkan
12-Jul-24,Lapor.go.id,Tanya jumlah KK di RT 5 NGAGLIK SUMBERSARI,jumlah kk rt ngaglik sumbersari
12-Jul-24,Lapor.go.id,Panduang setor sampah di TPST Sendangsari,panduang setor sampah tpst sendangsari
14-Jul-24,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati
14-Jul-24,Instagram,Renovasi stadion maguwoharjo,renovasi stadion maguwoharjo
14-Jul-24,Instagram,Lowongan kerja,lowongan kerja
14-Jul-24,Instagram,Kebersihan lapangan beran,kebersihan lapangan beran
15-Jul-24,Lapor.go.id,DIBENCI RT DAN TETANGGA,dibenci rt tetangga
15-Jul-24,Lapor.go.id,Pertanyaan seragam sekolah,pertanyaan seragam sekolah
15-Jul-24,Lapor.go.id,Parkir liar,parkir liar
15-Jul-24,Twitter,penutupan jalan,penutupan jalan
15-Jul-24,Twitter,Jalan inspeksi selokan mataram,jalan inspeksi selokan mataram
15-Jul-24,Twitter,LPJU jalan solo,lpju jalan solo
15-Jul-24,Lapor Sleman,Penutupan Jalur Lambat,penutupan jalur lambat
15-Jul-24,Website,Pembakaran sampah pasar tradisional gamping,pembakaran sampah pasar tradisional gamping
15-Jul-24,Website,Aset sekolah yang dihapus,aset sekolah dihapus
15-Jul-24,Website,Pelebaran jalan selokan mataram,pelebaran jalan selokan mataram
16-Jul-24,Instagram,Bantuan anak sekolah,bantuan anak sekolah
16-Jul-24,Lapor Sleman,Tutup Drainase Jebol,tutup drainase jebol
16-Jul-24,Lapor.go.id,Bantuan untuk Petani Salak Pondoh,bantuan petani salak pondoh
17-Jul-24,Lapor Sleman,Saluran Air Berlobang Jl Kaliurang Km 17 Pasar Pakem Sleman,saluran air berlobang jl kaliurang pasar pakem
17-Jul-24,Lapor Sleman,Bau Akibat Ternak Bebek Didalam Desa,bau akibat ternak bebek didalam desa
17-Jul-24,Lapor Sleman,Jl Berlubang Di Utara Simpang Monjali,jl berlubang utara simpang monjali
17-Jul-24,Email,Jalan umum yg selalu banjir berbulan-bulan lamanya karena air Selokan mampet,jalan umum selalu banjir berbulanbulan lamanya air selokan mampet
18-Jul-24,Lapor Sleman,Bansos,bansos
18-Jul-24,Lapor.go.id,Dugaan penggelapan oleh oknum perangkat Kaluraan Minomartani Sleman DIY,dugaan penggelapan oknum perangkat kaluraan minomartani diy
18-Jul-24,Instagram,Jalan berlubang,jalan berlubang
18-Jul-24,Lapor Sleman,Pembakaran sampah,pembakaran sampah
18-Jul-24,Lapor Sleman,Penghapusan aset sekolah,penghapusan aset sekolah
19-Jul-24,Lapor.go.id,Marka Jalan,marka jalan
19-Jul-24,Instagram,Pembakaran Sampah,pembakaran sampah
19-Jul-24,Instagram,Tempat sampah di lapangan denggung,tempat sampah lapangan denggung
19-Jul-24,Lapor.go.id,Pembakaran Sampah di Pasar Tradisional Gamping,pembakaran sampah pasar tradisional gamping
20-Jul-24,Lapor Sleman,Imbas Pembangunan Proyek Tol Jogja- Bawen,imbas pembangunan proyek tol bawen
20-Jul-24,Lapor Sleman,Proyek Jalan Tol,proyek jalan tol
21-Jul-24,Lapor Sleman,Trotoar Dan Jalan Dipakai Pedagang Di Sekitar Lapangan Pemda Sleman,trotoar jalan dipakai pedagang lapangan pemda
21-Jul-24,Twitter,Reklame copot,reklame copot
22-Jul-24,Instagram,Taman Denggung,taman denggung
22-Jul-24,Lapor Sleman,LAMPU PJU MATI JALUR LAWAN LAKA,lampu pju mati jalur lawan laka
23-Jul-24,Website,Jalan Kabupaten,jalan
23-Jul-24,Lapor.go.id,Lampu hati hati,lampu hati hati
23-Jul-24,Lapor Sleman,Jalan Berlobang,jalan berlobang
23-Jul-24,Lapor Sleman,Penutupan jalan oleh kalurahan,penutupan jalan kalurahan
23-Jul-24,Lapor Sleman,trotoar untuk berjualan,trotoar berjualan
23-Jul-24,Instagram,LPJU mati,lpju mati
24-Jul-24,Lapor Sleman,PErmohonan surat keterangan domisili usaha,permohonan surat keterangan domisili usaha
24-Jul-24,Twitter,Penutup drainase hilang,penutup drainase hilang
24-Jul-24,Facebook Grup ICJ,Penutup drainase jalan gito gati hilang,penutup drainase jalan gito gati hilang
25-Jul-24,Lapor Sleman,Permohonan Jembatan Penyebrangan Orang,permohonan jembatan penyebrangan orang
25-Jul-24,Instagram,Kabel internet jatuh ke jalan,kabel internet jatuh jalan
25-Jul-24,Instagram,PKL,pkl
25-Jul-24,Lapor Sleman,Lapangan Ganjuran,lapangan ganjuran
25-Jul-24,Lapor Sleman,Sarana & Prasaan SMAN 1 Gamping,sarana prasaan sman gamping
27-Jul-24,Instagram,Gangguan kenyamanan polusi suara,gangguan kenyamanan polusi suara
27-Jul-24,Twitter,Pembuangan sampah ilegal,pembuangan sampah ilegal
27-Jul-24,Lapor Sleman,Sampah,sampah
27-Jul-24,Lapor Sleman,Ada Pengemis Disabilitas,pengemis disabilitas
27-Jul-24,Website,Gangguan kenyamanan polusi suara,gangguan kenyamanan polusi suara
28-Jul-24,Website,Penjual miras,penjual miras
28-Jul-24,Lapor Sleman,Kenyamanan Kabel Melintang Depan Rumah,kenyamanan kabel melintang depan rumah
28-Jul-24,Twitter,Jalan rusak,jalan rusak
28-Jul-24,Instagram,Lowongan Pekerjaan,lowongan pekerjaan
29-Jul-24,Twitter,Jalan sedogan rusak,jalan sedogan rusak
29-Jul-24,Lapor Sleman,Gangguan Bau Dari Peternakan Ayam Tak Berizin,gangguan bau peternakan ayam berizin
29-Jul-24,Website,Polusi udara dari peternakan ayam,polusi udara peternakan ayam
30-Jul-24,Lapor Sleman,Bakar Sampah,bakar sampah
30-Jul-24,Lapor.go.id,Tentang tanah tukar guling,tanah tukar guling
30-Jul-24,Lapor.go.id,Renovasi,renovasi
30-Jul-24,Lapor.go.id,Harga Buku Paket Dan LKS Yang Mahal Kls 4,harga buku paket lks mahal kls
30-Jul-24,Lapor.go.id,Lanjutan pertanyaan jukir,lanjutan pertanyaan jukir
30-Jul-24,Twitter,Jalan sedogan kurang penerangan,jalan sedogan kurang penerangan
30-Jul-24,Instagram,Bukit Intrusi Godean,bukit intrusi godean
30-Jul-24,Lapor Sleman,Air Comberan Rusunawa Jongke Mbludak,air comberan rusunawa jongke mbludak
30-Jul-24,Lapor Sleman,Polusi suara dari lomba agustusan,polusi suara lomba agustusan
30-Jul-24,Lapor Sleman,Kabel Gelantung Di Depan Joglo Rejondani,kabel gelantung depan joglo rejondani
31-Jul-24,Lapor Sleman,Kabel Gelantung Di Depan Joglo Rejondani,kabel gelantung depan joglo rejondani
31-Jul-24,Lapor.go.id,Tempat wisata terbengkalai,tempat wisata terbengkalai
31-Jul-24,Instagram,Toko miras ilegal,toko miras ilegal
31-Jul-24,Instagram,Perbaikan jembatan,perbaikan jembatan
31-Jul-24,Lapor Sleman,Sampah Liar,sampah liar
31-Jul-24,Website,Gangguan kenyamanan dari truk ugal ugalan,gangguan kenyamanan truk ugal ugalan
1-Aug-24,Twitter,Reklame ilegal,reklame ilegal
1-Aug-24,Lapor Sleman,Pungutan K2MI,pungutan kmi
1-Aug-24,Website,Informasi penyambungan IPAL,penyambungan ipal
1-Aug-24,Website,Free WIFI Sleman,free wifi
2-Aug-24,Email,Surat rekomendasi tenaga kesehatan haji,surat rekomendasi tenaga kesehatan haji
2-Aug-24,Lapor Sleman,Banyak Terjadi Kecelakaan,banyak terjadi kecelakaan
2-Aug-24,Website,Permohonan kartu rentan miskin,permohonan kartu rentan miskin
2-Aug-24,Website,Permohonan LPJU,permohonan lpju
2-Aug-24,Instagram,Penjual miras ilegal,penjual miras ilegal
3-Aug-24,Instagram,Jalan rusak,jalan rusak
4-Aug-24,Website,Permohonan bantuan untuk anak difabel,permohonan bantuan anak difabel
5-Aug-24,Twitter,Kabel jatuh ke jalan,kabel jatuh jalan
5-Aug-24,Instagram,Jalan berlubang,jalan berlubang
5-Aug-24,Twitter,CCTV mati,cctv mati
6-Aug-24,Lapor Sleman,Jalan Berlobang Di Jalan Opak Raya Timur Dusun Gendukan,jalan berlobang jalan opak raya timur dusun gendukan
6-Aug-24,Lapor Sleman,Lampu PJU Paingan Padam,lampu pju paingan padam
6-Aug-24,Lapor Sleman,Embung Tambakboyo,embung tambakboyo
7-Aug-24,Lapor Sleman,Lampu Jalan Damai Mati Membahayakan Pejalan Kaki,lampu jalan damai mati membahayakan pejalan kaki
7-Aug-24,Twitter,Jembatan rusak,jembatan rusak
7-Aug-24,Lapor Sleman,"Berharap Adanya Relawan Untuk Memberikan Pendidikan Terapan Kepada Warga Di Karangmloko,sariharjo, Ngaglik",berharap adanya relawan memberikan pendidikan terapan warga karangmlokosariharjo ngaglik
7-Aug-24,Website,Limbah rumah pemotongan hewan,limbah rumah pemotongan hewan
9-Aug-24,Lapor.go.id,"Mohon tindakan, ada pembangunan melanggar aturan di Sleman",tindakan pembangunan melanggar aturan
9-Aug-24,Lapor Sleman,Mohon Jangan Diperlakukan Layaknya Kriminil,jangan diperlakukan layaknya kriminil
9-Aug-24,Lapor Sleman,Pencarian Seseroang,pencarian seseroang
9-Aug-24,Instagram,Sekolah dasar rusak,sekolah dasar rusak
10-Aug-24,Website,Pembakaran sampah pasar sleman,pembakaran sampah pasar
11-Aug-24,Website,Pembuatan KTP baru,pembuatan ktp baru
11-Aug-24,Instagram,Syarat Pembuatan KTP,syarat pembuatan ktp
12-Aug-24,Website,Free WIFI Sleman,free wifi
12-Aug-24,Lapor Sleman,Bau Kotoran Sapi,bau kotoran sapi
12-Aug-24,Instagram,Verifikator PBG,verifikator pbg
12-Aug-24,Instagram,Kabel LPJU turun,kabel lpju turun
12-Aug-24,Instagram,Jalan rusak akibat truk urug tol,jalan rusak akibat truk urug tol
13-Aug-24,Instagram,Jembatan padasan rusak,jembatan padasan rusak
13-Aug-24,Instagram,domain slemankab untuk promosi judi online,domain slemankab promosi judi online
13-Aug-24,Lapor Sleman,Membakar Sampah Sembarangan,membakar sampah sembarangan
14-Aug-24,Instagram,Gangguan dari iring iringan motor,gangguan iring iringan motor
14-Aug-24,Instagram,domain slemankab untuk promosi judi online,domain slemankab promosi judi online
14-Aug-24,Twitter,pengeringan tanah,pengeringan tanah
14-Aug-24,Lapor Sleman,Angkringan Di Trotoar Dan Pengunjung Parkir Di Jalan,angkringan trotoar pengunjung parkir jalan
14-Aug-24,Lapor.go.id,Web CCTV Sleman,web cctv
15-Aug-24,Twitter,Taman bermain denggung,taman bermain denggung
15-Aug-24,Lapor.go.id,Pelanggaran di Taman dengung,pelanggaran taman dengung
15-Aug-24,Twitter,SOP permohonan KKPR,sop permohonan kkpr
15-Aug-24,Lapor.go.id,REVIKTIMISASI PADA PROSES MEDIASI KS,reviktimisasi proses mediasi ks
15-Aug-24,Instagram,Upacara HUT RI ke 79,upacara hut ri
15-Aug-24,Lapor Sleman,Bau Kotoran Ternak Sapi,bau kotoran ternak sapi
16-Aug-24,Lapor Sleman,Limbah Air Dr Rumah Makan Padang,limbah air rumah makan padang
16-Aug-24,Lapor Sleman,Pelayanan Dinas Disperindag,pelayanan dinas disperindag
16-Aug-24,Lapor Sleman,Toko Minuman Alkohol Di Gemawang,toko minuman alkohol gemawang
17-Aug-24,Instagram,Asap dari warung ga bajog,asap warung bajog
18-Aug-24,Instagram,Pembuangan sampah sembarangan,pembuangan sampah sembarangan
19-Aug-24,Instagram,Informasi desa binaan keluarga sakinah,desa binaan keluarga sakinah
19-Aug-24,Instagram,Informasi PBG,pbg
19-Aug-24,Instagram,CPNS,cpns
19-Aug-24,Website,Pendidikan sekolah Al-Azhar,pendidikan sekolah alazhar
20-Aug-24,Lapor Sleman,Gangguan suara dari oddish,gangguan suara oddish
20-Aug-24,Lapor Sleman,Pembuangan Limbah Sembarangan,pembuangan limbah sembarangan
20-Aug-24,Lapor Sleman,Penerangan Jalan Umum Mati Sepanjang Jalan Depan RS PURI HUSADA Dan Sekitar,penerangan jalan umum mati sepanjang jalan depan rs puri husada
20-Aug-24,Instagram,CPNS,cpns
21-Aug-24,Instagram,CPNS,cpns
21-Aug-24,Lapor Sleman,Membakar Sampah Dalam Waktu Lama,membakar sampah waktu lama
22-Aug-24,Lapor Sleman,KEBIJAKAN KEPERLUAN SISWA KELAS 7 SMP N 1 TEMPEL,kebijakan keperluan siswa kelas smp n tempel
22-Aug-24,Instagram,CPNS,cpns
23-Aug-24,Lapor.go.id,KTP Rusak,ktp rusak
23-Aug-24,Lapor.go.id,Acara Pembinaan Karakter Pemuda,acara pembinaan karakter pemuda
23-Aug-24,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati
23-Aug-24,Lapor Sleman,CPNS,cpns
23-Aug-24,Lapor Sleman,Tiang Listrik Dan Bangunan Bermasalah,tiang listrik bangunan bermasalah
23-Aug-24,Instagram,CPNS,cpns
24-Aug-24,Lapor Sleman,Permohonan Pemasangan Cermin Tikungan,permohonan pemasangan cermin tikungan
24-Aug-24,Instagram,Informasi pameran potensi sleman,pameran potensi
24-Aug-24,Instagram,CPNS,cpns
24-Aug-24,Instagram,Informasi magang,magang
25-Aug-24,Instagram,Jembatan,jembatan
25-Aug-24,Instagram,Permohonan perbaikan jalan,permohonan perbaikan jalan
26-Aug-24,Instagram,CPNS,cpns
26-Aug-24,Instagram,Fitur pengaduan di website slemankab,fitur pengaduan website slemankab
27-Aug-24,Instagram,CPNS,cpns
27-Aug-24,Lapor Sleman,Lampu PJU Mati,lampu pju mati
27-Aug-24,Instagram,Lapayan pengaduan PLN,lapayan pengaduan pln
28-Aug-24,Lapor Sleman,Wifi Mati Sudah 2 Minggu Lebih,wifi mati minggu lebih
28-Aug-24,Twitter,Revitalisasi tman jalan affandi,revitalisasi tman jalan affandi
28-Aug-24,Instagram,CPNS,cpns
29-Aug-24,Instagram,CPNS,cpns
30-Aug-24,Instagram,Permohonan APILL,permohonan apill
30-Aug-24,Instagram,CPNS,cpns
30-Aug-24,Lapor Sleman,Rusaknya Fasilitas Jalan Kabupaten Kr Oknum Tertentu,rusaknya fasilitas jalan kr oknum tertentu
31-Aug-24,Lapor Sleman,Tukang Parkir Meresahkan Dan PKL Tidak Ada Izin,tukang parkir meresahkan pkl izin
31-Aug-24,Lapor Sleman,Air Jaringan PDAM Sering Mati Dan Kurang Tekanan Dorong Shg Air Hanya Netes,air jaringan pdam sering mati kurang tekanan dorong shg air netes
31-Aug-24,Twitter,Jalan Tempel Balerante,jalan tempel balerante
1-Sep-24,Lapor Sleman,Gangguan Suara Keras LIVE MUSIC Angkringan Mbok Naryo,gangguan suara keras live music angkringan mbok naryo
1-Sep-24,Instagram,CPNS,cpns
1-Sep-24,Instagram,Kayu berbahaya di barat perempatan kentungan,kayu berbahaya barat perempatan kentungan
1-Sep-24,Instagram,Gorong - gorong berbahaya,gorong gorong berbahaya
2-Sep-24,Lapor Sleman,Nilai Jual Kendaraan Bermotor Di Data Samsat Sleman Sangat Tidak Masuk Akal,nilai jual kendaraan bermotor data samsat sangat masuk akal
2-Sep-24,Lapor Sleman,Pju Mati,pju mati
2-Sep-24,Instagram,CPNS,cpns
2-Sep-24,Instagram,Acara sholawatan di lapangan denggung,acara sholawatan lapangan denggung
2-Sep-24,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati
2-Sep-24,Lapor Sleman,Lampu PJU Padam,lampu pju padam
2-Sep-24,Instagram,Informasi beasiswa,beasiswa
3-Sep-24,Instagram,CPNS,cpns
4-Sep-24,Instagram,CPNS,cpns
4-Sep-24,Lapor Sleman,Pohon Jalan Sudah Terlalu Besar,pohon jalan terlalu besar
4-Sep-24,Lapor Sleman,Lampu Pju P4an Kebarat 5 Titik Mati,lampu pju pan kebarat titik mati
4-Sep-24,Lapor Sleman,Pohon Sudah Terlalu Besar,pohon terlalu besar
4-Sep-24,Lapor Sleman,PERANGKAT DESA DUKUH RW RT DALAM MEMBANTU WARGA,perangkat desa dukuh rw rt membantu warga
5-Sep-24,Lapor Sleman,CPNS,cpns
5-Sep-24,Lapor Sleman,Bantuan pembayaran UKT,bantuan pembayaran ukt
5-Sep-24,Lapor Sleman,Perempatan Rawan Kecelakaan Sudah Banyak Korban,perempatan rawan kecelakaan banyak korban
5-Sep-24,Website,Aliran PDAM,aliran pdam
6-Sep-24,Lapor Sleman,CPNS,cpns
6-Sep-24,Lapor.go.id,Gangguan kebisingan,gangguan kebisingan
6-Sep-24,Instagram,Perempatan selokan macet,perempatan selokan macet
7-Sep-24,Lapor Sleman,Laporan DBD,laporan dbd
7-Sep-24,Lapor Sleman,TPST Ilegal,tpst ilegal
7-Sep-24,Instagram,CPNS,cpns
9-Sep-24,Lapor Sleman,Lampu PJU Mati,lampu pju mati
9-Sep-24,Lapor Sleman,Iuran warga,iuran warga
9-Sep-24,Website,Pohon perindang,pohon perindang
9-Sep-24,Lapor.go.id,Aplikasi Aduan Pelanggaran Perda di Sleman,aplikasi aduan pelanggaran perda
9-Sep-24,Website,Pelayanan PDAM,pelayanan pdam
9-Sep-24,Instagram,Jasa pengambilan sampah,jasa pengambilan sampah
9-Sep-24,Instagram,Pemadaman aliran listrik,pemadaman aliran listrik
9-Sep-24,Instagram,Aplikasi Lapor Sleman,aplikasi
10-Sep-24,Instagram,Jalan rusak,jalan rusak
10-Sep-24,Lapor Sleman,Kebisingan,kebisingan
10-Sep-24,Instagram,Permohonan KK online,permohonan kk online
10-Sep-24,Instagram,Permohonan magang,permohonan magang
11-Sep-24,Lapor.go.id,Layanan lapor sleman,layanan
11-Sep-24,Twitter,Permintaan data pribadi oleh kalurahan Pondokrejo,permintaan data pribadi kalurahan pondokrejo
11-Sep-24,Lapor Sleman,Keamanan Lapor Sleman,keamanan
11-Sep-24,Lapor Sleman,JALAN BERLUBANG MEMBAHAYKAN DI JL. NOLOGATEN DEPAN POPEYE,jalan berlubang membahaykan jl nologaten depan popeye
12-Sep-24,Lapor Sleman,Mohon Pemasangan Lampu Lalulintas,pemasangan lampu lalulintas
12-Sep-24,Website,Sampah pasar condongcatur,sampah pasar condongcatur
12-Sep-24,Website,Gaji karyawan dibawah UMR,gaji karyawan dibawah umr
12-Sep-24,Lapor.go.id,Kelanjutan laporan,kelanjutan laporan
12-Sep-24,Lapor Sleman,Pohon Depan Neutron Menghalangi Papan Nama Apotek Unisia 24 Murangan,pohon depan neutron menghalangi papan nama apotek unisia murangan
13-Sep-24,Lapor.go.id,Pedagang Liar Yang Berdagang Di Atas Trotoar Depan SD Babarsari,pedagang liar berdagang atas trotoar depan sd babarsari
13-Sep-24,Lapor.go.id,Kartu keluarga hilang,kartu keluarga hilang
13-Sep-24,Lapor Sleman,Penebangan Pohon,penebangan pohon
13-Sep-24,Lapor Sleman,Parkir Terminal Pakem,parkir terminal pakem
13-Sep-24,Lapor Sleman,Traffic Light,traffic light
13-Sep-24,Lapor Sleman,Toa Masjid Dipakai Bocah Bernyanyi,toa masjid dipakai bocah bernyanyi
14-Sep-24,Lapor Sleman,Pemindahan Tiang Telekomunikasi,pemindahan tiang telekomunikasi
